timestamp,temperature,temp-sq
2015-03-24T21:00:00.000Z,22.23908319,494.5768212
2015-03-24T22:00:00.000Z,22.46882449,504.848074
2015-03-24T23:00:00.000Z,21.94618288,481.634943
2015-03-25T00:00:00.000Z,21.32188831,454.622921
2015-03-25T01:00:00.000Z,19.96887384,398.7559225
2015-03-25T02:00:00.000Z,18.9409031,358.7578104
2015-03-25T03:00:00.000Z,18.18299315,330.6212398
2015-03-25T04:00:00.000Z,17.60711327,310.0104377
2015-03-25T05:00:00.000Z,17.41557125,303.3021219
2015-03-25T06:00:00.000Z,17.81122388,317.2396962
2015-03-25T07:00:00.000Z,18.01183715,324.4262774
2015-03-25T08:00:00.000Z,17.99251107,323.7304548
2015-03-25T09:00:00.000Z,17.91461075,320.9332782
2015-03-25T10:00:00.000Z,17.63542977,311.008383
2015-03-25T11:00:00.000Z,17.29909594,299.2587203
2015-03-25T12:00:00.000Z,16.89425341,285.4157984
2015-03-25T13:00:00.000Z,17.02159113,289.7345644
2015-03-25T14:00:00.000Z,17.53705472,307.5482883
2015-03-25T15:00:00.000Z,19.62395692,385.0996853
2015-03-25T16:00:00.000Z,21.42848625,459.1800232
2015-03-25T17:00:00.000Z,22.59716229,510.6317437
2015-03-25T18:00:00.000Z,24.4516364,597.8825227
2015-03-25T19:00:00.000Z,26.31417983,692.4360599
2015-03-25T20:00:00.000Z,27.29667258,745.1083339
2015-03-25T21:00:00.000Z,27.85940089,776.1462178
2015-03-25T22:00:00.000Z,26.98771524,728.3367737
2015-03-25T23:00:00.000Z,26.14196529,683.4023492
2015-03-26T00:00:00.000Z,24.29671351,590.3302872
2015-03-26T01:00:00.000Z,21.2627784,452.1057453
2015-03-26T02:00:00.000Z,19.62233665,385.0360957
2015-03-26T03:00:00.000Z,18.97029366,359.8720414
2015-03-26T04:00:00.000Z,18.64173108,347.5141377
2015-03-26T05:00:00.000Z,18.54300284,343.8429545
2015-03-26T06:00:00.000Z,18.25972095,333.4174091
2015-03-26T07:00:00.000Z,17.82518352,317.7371674
2015-03-26T08:00:00.000Z,17.47268774,305.294817
2015-03-26T09:00:00.000Z,17.65194608,311.5912003
2015-03-26T10:00:00.000Z,17.74917919,315.0333619
2015-03-26T11:00:00.000Z,17.59178818,309.4710115
2015-03-26T12:00:00.000Z,17.52394164,307.0885305
2015-03-26T13:00:00.000Z,17.53072011,307.3261475
2015-03-26T14:00:00.000Z,18.24899645,333.0258713
